Empresa,Nombre,Cargo,% Derechos Voto,Fecha Nombramiento
"CARTERA INDUSTRIAL REA, S.A.","LOIZAGA VIGURI, JOSE MARIA",PRESIDENTE,12.968,16/10/2006
"CARTERA INDUSTRIAL REA, S.A.","OTELUM, S.L.",CONSEJERO,6.574,22/06/2010
"CARTERA INDUSTRIAL REA, S.A.","RETOS OPERATIVOS XXI, S.L.",CONSEJERO,18.267,29/07/2008
"CARTERA INDUSTRIAL REA, S.A.","RIBES ORRIT, Mª TERESA",CONSEJERO,0.000,13/03/2008
"CARTERA INDUSTRIAL REA, S.A.","RUIZ DE ALEGRIA ARRATIBEL, JESUS",CONSEJERO,0.724,30/11/1989
"CARTERA INDUSTRIAL REA, S.A.","SOTO SERRANO, MANUEL",CONSEJERO,2.764,13/03/2008
"CARTERA INDUSTRIAL REA, S.A.","TORRE RIOJA-MADRID, S.L.",CONSEJERO,12.895,03/03/2011
"CARTERA INDUSTRIAL REA, S.A.","ZARDOYA ARANA, FRANCISCO JAVIER",CONSEJERO,n/d,13/03/2008
"BANKINTER, S.A.","BOTIN-SANZ SAUTOLA NAVEDA, MARCELINO",CONSEJERO,0.028,21/04/2005
"BANKINTER, S.A.","CARTIVAL, S.A.",VICEPRESIDENTE,23.337,19/04/2007
"BANKINTER, S.A.","DANCAUSA TREVIÑO, MARIA DOLORES",CONSEJERO DELEGADO,0.145,21/10/2010
"BANKINTER, S.A.","DE LA HOZ LIZCANO, GONZALO",CONSEJERO,0.075,13/02/2008
"BANKINTER, S.A.","GARAY IBARGARAY, JOSE ANTONIO",CONSEJERO,0.216,23/04/2009
"BANKINTER, S.A.","GUERRERO GUERRERO, PEDRO",PRESIDENTE,0.611,19/04/2007
"BANKINTER, S.A.","MASAVEU HERRERO, FERNANDO",CONSEJERO,5.308,14/09/2005
"BANKINTER, S.A.","MATEU ROS CEREZO, RAFAEL",SECRETARIO CONSEJERO,0.165,21/01/2009
"BANKINTER, S.A.","TERCEIRO LOMBA, JAIME",CONSEJERO,0.005,13/02/2008
"BANKINTER, S.A.","ZULUETA GREENEBAUM, JOHN DE",CONSEJERO,0.028,18/04/2001
"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.","BRUNEL , NICOLAS",CONSEJERO,0.003,06/07/2011
"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.","CUILLERET , PIERRE",CONSEJERO,0.003,06/07/2011
"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.","CURRAS DE DON PABLOS, RICARDO",CONSEJERO DELEGADO,0.003,06/07/2011
"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.","DIAZ GONZALEZ, JULIAN",CONSEJERO,0.003,06/07/2011
"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.","GOLDING , RICHARD",CONSEJERO,0.003,06/07/2011
"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.","LLOPIS RIVAS, ANA MARIA",PRESIDENTE,0.004,06/07/2011
"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.","MARTIN MAMPASO, MARIANO",VICEPRESIDENTE,0.003,23/08/2011
"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.","MOUSSALEM , NADRA",CONSEJERO,0.003,06/07/2011
"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.","PORTELA DE PABLO, ROSALIA",CONSEJERO,0.004,06/07/2011
"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.","URCELAY ALONSO, ANTONIO",CONSEJERO,0.002,06/07/2011
"PRIM, S.A.","ARRAEZ BERTOLIN, IGNACIO",SECRETARIO CONSEJERO,0.019,23/06/2012
"PRIM, S.A.","BARTAL INVERSIONES, S.L.",VICEPRESIDENTE,7.568,30/06/2005
"PRIM, S.A.","GIMENEZ-REYNA RODRIGUEZ, ENRIQUE",CONSEJERO,0.006,23/06/2012
"PRIM, S.A.","MEIJIDE GARCIA, JOSE LUIS",VICESECRETARIO CONSEJERO,0.669,05/02/2004
"PRIM, S.A.","PEREZ DE MENDEZONA, JUAN JOSE JAIME",CONSEJERO,0.053,03/04/1990
"PRIM, S.A.","PEREZ PRIM, ANDRES",CONSEJERO,0.327,30/03/2012
"PRIM, S.A.","PRIM GONZALEZ, VICTORIANO",PRESIDENTE,4.110,21/06/1996
"INMOLEVANTE, S.A.","ARELLANO SANCHEZ, JOSE LUIS",CONSEJERO,n/d,24/06/2008
"INMOLEVANTE, S.A.","FERNANDEZ-ORDAS ABARCA, JAVIER",CONSEJERO,13.650,30/11/1989
"INMOLEVANTE, S.A.","FERNANDEZ-ORDAS ABARCA, LUIS JULIAN",PRESIDENTE,13.650,29/06/1994
"INMOLEVANTE, S.A.","GOMEZ GONZALEZ, JOSE LUIS",CONSEJERO,n/d,24/06/2008
"INMOLEVANTE, S.A.","LLORENTE DOMINGUEZ, JUAN IGNACIO",CONSEJERO,0.010,01/12/1992
"TECNOCOM, TELECOMUNICACIONES Y ENERGIA, S.A.","AGUADO GAVILAN, MIGUEL ANGEL",CONSEJERO,0.588,25/05/1995
"TECNOCOM, TELECOMUNICACIONES Y ENERGIA, S.A.","DE ARRIBA AZCONA, LADISLAO",PRESIDENTE,15.844,22/12/2005
"TECNOCOM, TELECOMUNICACIONES Y ENERGIA, S.A.","DE RIBEROLLES , DOMINIQUE",CONSEJERO,0.005,27/10/2011
"TECNOCOM, TELECOMUNICACIONES Y ENERGIA, S.A.",GETRONICS INTERNATIONAL B.V.,CONSEJERO,11.011,01/04/2008
"TECNOCOM, TELECOMUNICACIONES Y ENERGIA, S.A.","MARTIN GARCIA, JAVIER",CONSEJERO DELEGADO,0.636,25/04/2005
"TECNOCOM, TELECOMUNICACIONES Y ENERGIA, S.A.","MONTES PEREZ, EDUARDO",CONSEJERO,0.057,27/09/2010
"TECNOCOM, TELECOMUNICACIONES Y ENERGIA, S.A.","NCG CORPORACION INDUSTRIAL, S.L.",VICEPRESIDENTE,20.052,30/01/2007
"TECNOCOM, TELECOMUNICACIONES Y ENERGIA, S.A.","REVERTER 17, S.L.",CONSEJERO,5.674,23/06/2010
"TECNOCOM, TELECOMUNICACIONES Y ENERGIA, S.A.","SANCHEZ-HEREDERO ALVAREZ, LEONARDO",VICEPRESIDENTE 1º,5.272,22/12/2005
"TECNOCOM, TELECOMUNICACIONES Y ENERGIA, S.A.","TERCEIRO LOMBA, JAIME",CONSEJERO,0.002,23/10/2000
"TECNOCOM, TELECOMUNICACIONES Y ENERGIA, S.A.","VIDAL AMADOR DE LOS RIOS, CARLOS",CONSEJERO,0.001,28/11/2011
"AHORRO FAMILIAR, S.A.","ABAT , JEAN-RAYMOND",CONSEJERO,0.000,11/12/1998
"AHORRO FAMILIAR, S.A.","BORBON ESCASANY, ALFONSO",PRESIDENTE,0.000,02/08/1989
"AHORRO FAMILIAR, S.A.","BORBON ESCASANY, FRANCISCO",CONSEJERO,0.000,02/08/1989
"AHORRO FAMILIAR, S.A.","FERNANDEZ-MONTENEGRO KLINDWORTH, GERMAN",CONSEJERO,0.001,21/06/2007
"AHORRO FAMILIAR, S.A.","GOMES DE CAMPOS, ARMANDO",CONSEJERO DELEGADO,0.000,16/04/2004
"AHORRO FAMILIAR, S.A.","ROJO Y LARRIETA, RAFAEL",CONSEJERO,0.000,25/06/1993
"AHORRO FAMILIAR, S.A.","VAQUIER , PIERRE",CONSEJERO,0.000,21/03/2000
S.A. RONSA,"CABRERO ESPADAS, RAFAEL",SECRETARIO CONSEJERO,0.000,30/11/1989
S.A. RONSA,"MENCOS VALDES, TERESA MICAELA",CONSEJERO,n/d,03/03/2010
S.A. RONSA,"MUGICA NOGUERA, MARIA VICTORIA",PRESIDENTE-CONSEJERO DELEGADO,85.915,28/06/2012
S.A. RONSA,"ORIVE RODRIGUEZ, ARTURO",CONSEJERO,n/d,28/06/2012
"ENCE ENERGIA Y CELULOSA, S.A.","ABRIL-MARTORELL HERNANDEZ, FERNANDO",CONSEJERO,0.393,30/03/2007
"ENCE ENERGIA Y CELULOSA, S.A.","ARREGUI CIARSOLO, JUAN LUIS",PRESIDENTE,24.517,12/04/2006
"ENCE ENERGIA Y CELULOSA, S.A.","BARATO TRIGUERO, PEDRO",CONSEJERO,0.000,25/06/2008
"ENCE ENERGIA Y CELULOSA, S.A.","DE COLMENARES BRUNET, IGNACIO",CONSEJERO DELEGADO,0.000,22/12/2010
"ENCE ENERGIA Y CELULOSA, S.A.","DEL ALAMO JIMENEZ, JOSE CARLOS",CONSEJERO,0.003,29/06/2009
"ENCE ENERGIA Y CELULOSA, S.A.","ECHENIQUE LANDIRIBAR, JAVIER",CONSEJERO,0.064,29/12/2005
"ENCE ENERGIA Y CELULOSA, S.A.","FERNANDEZ MARTINEZ, PASCUAL",CONSEJERO,0.000,25/05/2005
"ENCE ENERGIA Y CELULOSA, S.A.","MATIAS CLAVERO, GUSTAVO",CONSEJERO,0.002,30/03/2007
"ENCE ENERGIA Y CELULOSA, S.A.","NORTEÑA PATRIMONIAL, S.L.",CONSEJERO,0.000,07/06/2002
"ENCE ENERGIA Y CELULOSA, S.A.","RETOS OPERATIVOS XXI, S.L.",CONSEJERO,24.517,14/02/2006
"ENCE ENERGIA Y CELULOSA, S.A.","SERRA PERIS, JOSE MANUEL",CONSEJERO,0.009,10/10/2000
"ENCE ENERGIA Y CELULOSA, S.A.","ZUBIA GUINEA, JOSE GUILLERMO",CONSEJERO,0.013,30/03/2007
"COMPAÑIA ESPAÑOLA DE VIVIENDAS EN ALQUILER, S.A.","DEDEU BARGALLO, JAUME",PRESIDENTE,0.000,24/05/2012
"COMPAÑIA ESPAÑOLA DE VIVIENDAS EN ALQUILER, S.A.","SEGARRA FERRE, ANGEL",CONSEJERO,0.035,01/01/2012
"COMPAÑIA ESPAÑOLA DE VIVIENDAS EN ALQUILER, S.A.","TALLER DE TURISME I MEDI AMBIENT, S.A.",CONSEJERO,16.065,28/06/2006
"COMPAÑIA ESPAÑOLA DE VIVIENDAS EN ALQUILER, S.A.","VALIENTE MARGELI, MANUEL",CONSEJERO,6.335,28/06/1993
"COMPAÑIA ESPAÑOLA DE VIVIENDAS EN ALQUILER, S.A.","VAQUE BOIX, MARIA",CONSEJERO,1.661,28/06/2006
"REYAL URBIS, S.A.","ALVAREZ DEL MANZANO LOPEZ DEL HIERRO, JOSE MARIA",CONSEJERO,0.000,11/06/2007
"REYAL URBIS, S.A.","BQ FINANZAS, S.L.",CONSEJERO,1.510,11/06/2007
"REYAL URBIS, S.A.","CORPORACION FINANCIERA ISSOS, S.L.",CONSEJERO,0.613,28/09/2007
"REYAL URBIS, S.A.","NOVELA BERLIN, EMILIO",CONSEJERO,0.000,11/06/2007
"REYAL URBIS, S.A.","RUIZ GARCIA, JOSE ANTONIO",CONSEJERO,0.000,11/06/2007
"REYAL URBIS, S.A.","SANTAMARIA MOLINER, RAQUEL",CONSEJERO,0.000,11/11/2010
"REYAL URBIS, S.A.","SANTAMARIA TRIGO, RAFAEL",PRESIDENTE-CONSEJERO DELEGADO,70.268,12/11/2008
"INYPSA INFORMES Y PROYECTOS, S.A.","DE ARRIBA ALVAREZ, LADISLAO",CONSEJERO,n/d,14/07/1993
"INYPSA INFORMES Y PROYECTOS, S.A.","DOBLE A PROMOCIONES, S.A.",CONSEJERO,16.338,28/04/2003
"INYPSA INFORMES Y PROYECTOS, S.A.","LAZCANO ACEDO, JUAN FRANCISCO",PRESIDENTE,0.189,28/04/2004
"INYPSA INFORMES Y PROYECTOS, S.A.","PEREZ DEL PULGAR BARRAGAN, JOSE LUIS",CONSEJERO,0.005,30/06/2004
"INYPSA INFORMES Y PROYECTOS, S.A.","REVERTER 17, S.L.",CONSEJERO,5.533,22/04/2003
"INYPSA INFORMES Y PROYECTOS, S.A.","SANCHEZ-HEREDERO ALVAREZ, LEONARDO",CONSEJERO,23.990,19/12/2007
"INYPSA INFORMES Y PROYECTOS, S.A.","SERVICIOS INMOBILIARIOS AVILES, S.L.U.",CONSEJERO,10.110,30/10/2008
"INYPSA INFORMES Y PROYECTOS, S.A.","SUÑOL TREPAT, RAFAEL",CONSEJERO,0.001,31/05/2005
"ACERINOX, S.A.","BALLESTEROS QUINTANA, PEDRO",CONSEJERO,0.000,09/06/2011
"ACERINOX, S.A.","CEBRIAN ARA, CLEMENTE",CONSEJERO,0.009,14/06/2007
"ACERINOX, S.A.","CONTHE GUTIERREZ, MANUEL",CONSEJERO,0.001,09/06/2011
"ACERINOX, S.A.","FANJUL MARTIN, OSCAR",CONSEJERO,0.007,24/07/2000
"ACERINOX, S.A.","GUEREDIAGA MENDIOLA, JOSE RAMON",CONSEJERO,0.002,09/05/1994
"ACERINOX, S.A.","HATTORI , MR.",CONSEJERO,n/d,28/05/2009
"ACERINOX, S.A.","LOBON GAYOSO, LUIS",CONSEJERO,0.001,28/10/2009
"ACERINOX, S.A.","MARTINEZ-CONDE GUTIERREZ-BARQUIN, SANTOS",CONSEJERO,0.003,30/05/2002
"ACERINOX, S.A.","MEDEL CAMARA, BRAULIO",CONSEJERO,n/d,27/05/2008
"ACERINOX, S.A.","NARANJO OLMEDO, RAFAEL",PRESIDENTE,0.085,27/07/2010
"ACERINOX, S.A.","NARIYOSHI , YUKIO",CONSEJERO,0.000,09/06/2011
"ACERINOX, S.A.","PRADO PEREZ-SEOANE, DIEGO",CONSEJERO,0.002,09/06/2005
"ACERINOX, S.A.","QHENA , MVULENY GEOFFREY",CONSEJERO,n/d,01/06/2006
"ACERINOX, S.A.","ROMANA GARCIA, BELEN",CONSEJERO,0.000,28/05/2009
"ACERINOX, S.A.","VELAZQUEZ HERREROS, BERNARDO",CONSEJERO DELEGADO,0.004,27/07/2010
"MONTEBALITO, S.A.","AGUIRREGOMEZCORTA SEMPRUN, LUIS",CONSEJERO,n/d,30/06/2011
"MONTEBALITO, S.A.","CARTERA MERIDIONAL, S.A.",PRESIDENTE,28.042,14/12/2007
"MONTEBALITO, S.A.","COUCEIRO MOLINA, ILDEFONSO",CONSEJERO,n/d,28/06/2010
"MONTEBALITO, S.A.","GARRIGOS, RUIZ, BENEYTO Y DURA, S.L.P.",CONSEJERO,n/d,29/06/2012
"MONTEBALITO, S.A.",LARISA INVERPROMO SL,CONSEJERO,n/d,17/12/2008
"MONTEBALITO, S.A.","NUÑEZ OLIAS, JULIAN",CONSEJERO,n/d,23/10/2006
"MONTEBALITO, S.A.","VELAZQUEZ´S PROPERTIES, S.L.",CONSEJERO,0.633,31/03/2006
"ENAGAS, S.A.","ALVAREZ MEZQUIRIZ, JESUS DAVID",CONSEJERO,0.000,25/04/2003
"ENAGAS, S.A.","GARCIA-MILA LLOVERAS, MARIA TERESA",CONSEJERO,0.001,24/04/2006
"ENAGAS, S.A.","KHAMIS AL BURTAMANI, SULTAN HAMED",CONSEJERO,0.000,21/12/2010
"ENAGAS, S.A.","LASHERAS MERINO, MIGUEL ANGEL",CONSEJERO,n/d,24/04/2006
"ENAGAS, S.A.","LLARDEN CARRATALA, ANTONIO",PRESIDENTE,0.024,24/01/2007
"ENAGAS, S.A.","MARTINEZ MARTINEZ, DIONISIO",CONSEJERO,0.001,26/06/2002
"ENAGAS, S.A.","NAVARRO VIGIL, LUIS JAVIER",CONSEJERO,0.003,09/07/2002
"ENAGAS, S.A.","OREJA ARBURUA, MARCELINO",CONSEJERO DELEGADO,0.000,17/09/2012
"ENAGAS, S.A.","PARELLADA SABATA, MARTI",CONSEJERO,0.000,17/03/2005
"ENAGAS, S.A.","PEREZ SIMARRO, RAMON",CONSEJERO,0.000,17/06/2004
"ENAGAS, S.A.","RIVA FRANCOS, JOSE",CONSEJERO,0.000,26/06/2002
"ENAGAS, S.A.","SANCHEZ GARCIA, ANA ISABEL",CONSEJERO,0.000,30/04/2010
"ENAGAS, S.A.",SOCIEDAD ESTATAL DE PARTICIPACIONES INDUSTRIALES,CONSEJERO,5.000,25/04/2008
"PROMOTORA DE INFORMACIONES, S.A.","ABRIL-MARTORELL HERNANDEZ, FERNANDO",CONSEJERO DELEGADO,0.195,20/07/2012
"PROMOTORA DE INFORMACIONES, S.A.","ARENA DE LA MORA, JUAN",CONSEJERO,0.013,27/11/2010
"PROMOTORA DE INFORMACIONES, S.A.","BERGGRUEN , NICOLAS",CONSEJERO,3.648,27/11/2010
"PROMOTORA DE INFORMACIONES, S.A.","CEBRIAN ECHARRI, JUAN LUIS",PRESIDENTE,0.958,20/07/2012
"PROMOTORA DE INFORMACIONES, S.A.","CORTES DOMINGUEZ, MATIAS",CONSEJERO,0.020,28/06/2000
"PROMOTORA DE INFORMACIONES, S.A.","DE POLANCO MORENO, MANUEL",VICEPRESIDENTE,0.021,20/07/2012
"PROMOTORA DE INFORMACIONES, S.A.","FRANKLIN , MARTIN",CONSEJERO,2.222,27/11/2010
"PROMOTORA DE INFORMACIONES, S.A.","HUFFINGTON , ARIANNA",CONSEJERO,0.000,24/10/2012
"PROMOTORA DE INFORMACIONES, S.A.","LEAL MALDONADO, JOSE LUIS",CONSEJERO,0.002,24/10/2012
"PROMOTORA DE INFORMACIONES, S.A.","MARAÑON BERTRAN DE LIS, GREGORIO",CONSEJERO,0.090,28/06/2000
"PROMOTORA DE INFORMACIONES, S.A.","MINC , ALAIN",CONSEJERO,0.017,27/11/2010
"PROMOTORA DE INFORMACIONES, S.A.","NOGUERA BOREL, AGNES",CONSEJERO,0.011,20/04/2006
"PROMOTORA DE INFORMACIONES, S.A.","PEREZ ARAUNA, BORJA JESUS",CONSEJERO,0.019,28/06/2000
"PROMOTORA DE INFORMACIONES, S.A.","ROMAN , EMMANUEL",CONSEJERO,0.012,27/11/2010
"PROMOTORA DE INFORMACIONES, S.A.","SLOAN , HARRY EVANS",CONSEJERO,0.021,27/11/2010
"PROMOTORA DE INFORMACIONES, S.A.","ZEDILLO PONCE DE LEON, ERNESTO",CONSEJERO,0.012,27/11/2010
"SERVICE POINT SOLUTIONS, S.A.","ARALIA ASESORES, S.L.",CONSEJERO,0.007,28/06/2012
"SERVICE POINT SOLUTIONS, S.A.","CUERVO-ARANGO MARTINEZ, CARLOS",CONSEJERO,0.038,26/06/2009
"SERVICE POINT SOLUTIONS, S.A.","HOLMBERG , CARL JIMMIE",CONSEJERO,0.000,28/06/2012
"SERVICE POINT SOLUTIONS, S.A.","INMOUNO, S.L.U.",CONSEJERO,5.993,30/06/2011
"SERVICE POINT SOLUTIONS, S.A.","NAVARRO MARTINEZ, PEDRO ANGEL",CONSEJERO,0.028,26/06/2006
"SERVICE POINT SOLUTIONS, S.A.","PAOSAR, S.L.",CONSEJERO,5.024,28/06/2007
"SERVICE POINT SOLUTIONS, S.A.",TVIKAP AB,CONSEJERO,11.823,01/07/2010
"ADVEO GROUP INTERNATIONAL, S.A.","ALVAREZ-MIRANDA NAVARRO, MILLAN",CONSEJERO DELEGADO,0.001,07/07/2009
"ADVEO GROUP INTERNATIONAL, S.A.","ARRATIBEL IMAZ, XABIER",CONSEJERO,0.117,02/02/2012
"ADVEO GROUP INTERNATIONAL, S.A.","BEZARES MUNILLA, ELADIO",CONSEJERO,0.365,27/05/2006
"ADVEO GROUP INTERNATIONAL, S.A.","DIAZ MARROQUIN, FRANCISCO JAVIER",CONSEJERO,0.010,02/02/2012
"ADVEO GROUP INTERNATIONAL, S.A.","GESTION DE INVERSIONES RIMUSA, S.L.",CONSEJERO,6.160,09/05/2001
"ADVEO GROUP INTERNATIONAL, S.A.","HERNANDEZ-RUBIO MUÑOYERRO, JUAN ANTONIO",VICEPRESIDENTE,0.027,13/05/2009
"ADVEO GROUP INTERNATIONAL, S.A.","HISCAN PATRIMONIO, S.A.",CONSEJERO,n/d,27/02/2013
"ADVEO GROUP INTERNATIONAL, S.A.","IGARTUA MORENO, PABLO",CONSEJERO,0.009,30/05/2009
"ADVEO GROUP INTERNATIONAL, S.A.","LAZARO LAZARO, JUAN ANTONIO",PRESIDENTE,0.321,25/06/2006
"ADVEO GROUP INTERNATIONAL, S.A.","QMC DIRECTORSHIPS, S.L.",CONSEJERO,0.000,16/12/2004
"ADVEO GROUP INTERNATIONAL, S.A.","VIDEGAIN MURO, ALVARO",CONSEJERO,n/d,26/05/2012
"PROSEGUR, COMPAÑIA DE SEGURIDAD, S.A.","FERNANDEZ BARREIRO, ISIDRO",VICEPRESIDENTE,0.000,17/12/2007
"PROSEGUR, COMPAÑIA DE SEGURIDAD, S.A.","GIESSO CAZENAVE, MIRTA MARIA",CONSEJERO,5.626,09/05/2000
"PROSEGUR, COMPAÑIA DE SEGURIDAD, S.A.","GUERRERO GUERRERO, PEDRO",CONSEJERO,0.053,31/03/2005
"PROSEGUR, COMPAÑIA DE SEGURIDAD, S.A.","GUT REVOREDO, CHANTAL",CONSEJERO,0.000,30/06/1997
"PROSEGUR, COMPAÑIA DE SEGURIDAD, S.A.","GUT REVOREDO, CHRISTIAN",CONSEJERO DELEGADO,0.143,01/01/2008
"PROSEGUR, COMPAÑIA DE SEGURIDAD, S.A.","PARAJA QUIROS, EDUARDO",CONSEJERO,0.000,26/05/2004
"PROSEGUR, COMPAÑIA DE SEGURIDAD, S.A.","REVOREDO DELVECCHIO, HELENA IRENE",PRESIDENTE,50.110,14/07/2004
"PROSEGUR, COMPAÑIA DE SEGURIDAD, S.A.","RUIZ-GALVEZ PRIEGO, EUGENIO",CONSEJERO,0.000,29/06/2005
"PROSEGUR, COMPAÑIA DE SEGURIDAD, S.A.","VIVES RUIZ, FERNANDO",CONSEJERO,n/d,29/05/2012
"INDRA SISTEMAS, S.A.","ADMINISTRADORA VALTENAS, S.L.",CONSEJERO,0.011,21/06/2007
"INDRA SISTEMAS, S.A.","AGUILERA NAVARRO, ISABEL",CONSEJERO,0.015,27/06/2005
"INDRA SISTEMAS, S.A.","ANDRES GONZALEZ, JAVIER DE",CONSEJERO DELEGADO,0.054,21/06/2011
"INDRA SISTEMAS, S.A.","CASA GRANDE DE CARTAGENA, S.L.",CONSEJERO,5.007,21/06/2007
"INDRA SISTEMAS, S.A.","GARCIA-PITA PEMAN, DANIEL",VICEPRESIDENTE,0.026,21/06/2011
"INDRA SISTEMAS, S.A.","LADA DIAZ, LUIS",CONSEJERO,0.011,21/06/2007
"INDRA SISTEMAS, S.A.","MARCH DE LA LASTRA, JUAN",CONSEJERO,0.009,29/07/2009
"INDRA SISTEMAS, S.A.","MEDIACION Y DIAGNOSTICOS, S.A.",VICEPRESIDENTE,0.015,02/11/2000
"INDRA SISTEMAS, S.A.","MONZON DE CACERES, JAVIER",PRESIDENTE,0.182,31/10/1992
"INDRA SISTEMAS, S.A.","ORIOL ICAZA, MONICA",CONSEJERO,0.011,21/06/2007
"INDRA SISTEMAS, S.A.","PARTICIPACIONES Y CARTERA DE INVERSIONES, S.L.",CONSEJERO,0.015,02/11/2000
"INDRA SISTEMAS, S.A.","SANTILLANA DEL BARRIO, IGNACIO",CONSEJERO,0.004,21/06/2011
"INDRA SISTEMAS, S.A.","SUGRAÑES ARIMANY, ROSA",CONSEJERO,0.012,26/06/2008
"INDRA SISTEMAS, S.A.","TEROL ESTEBAN, ALBERTO MIGUEL",CONSEJERO,0.007,24/06/2010
"LIWE ESPAÑOLA, S.A.","BERNABE DIAZ, FERMIN FERNANDO",VICEPRESIDENTE,8.807,12/07/1994
"LIWE ESPAÑOLA, S.A.","COSTA GARCIA, MIGUEL ANGEL",CONSEJERO,n/d,28/05/2003
"LIWE ESPAÑOLA, S.A.","GOMEZ MARIN, FRANCISCO",CONSEJERO,n/d,28/05/2003
"LIWE ESPAÑOLA, S.A.","PARDO CANO, JOSE",CONSEJERO DELEGADO,31.416,28/05/2003
"LIWE ESPAÑOLA, S.A.","PARDO CANO, JUAN CARLOS",SECRETARIO CONSEJERO,20.430,11/04/1989
"CEMENTOS PORTLAND VALDERRIVAS, S.A.","BURGOS PEREZ, JOSE MANUEL",CONSEJERO,0.025,12/01/2012
"CEMENTOS PORTLAND VALDERRIVAS, S.A.","CARTERA DEVA, S.A.",CONSEJERO,0.000,31/03/2005
"CEMENTOS PORTLAND VALDERRIVAS, S.A.","CASTELLS MASANA, JUAN",CONSEJERO,0.007,28/05/2009
"CEMENTOS PORTLAND VALDERRIVAS, S.A.","E.A.C. INVERSIONES CORPORATIVAS, S.L.",VICEPRESIDENTE,0.000,27/02/2013
"CEMENTOS PORTLAND VALDERRIVAS, S.A.","E.A.C. MEDIOAMBIENTE, S.L.",CONSEJERO,0.000,31/01/2006
"CEMENTOS PORTLAND VALDERRIVAS, S.A.","ITURRIOZ NICOLAS, JOSE MARIA",CONSEJERO,0.115,26/07/2011
"CEMENTOS PORTLAND VALDERRIVAS, S.A.","KOPLOWITZ ROMERO JOSEU, ESTHER",VICEPRESIDENTE,69.832,31/03/2005
"CEMENTOS PORTLAND VALDERRIVAS, S.A.","MARTINEZ ZABALA, MARIA LOURDES",CONSEJERO,0.000,19/12/2012
"CEMENTOS PORTLAND VALDERRIVAS, S.A.","MARTINEZ-YNZENGA CANOVAS DEL CASTILLO, JOSE IGNACIO",CONSEJERO,0.014,22/12/2008
"CEMENTOS PORTLAND VALDERRIVAS, S.A.","MELILOTO, S.L.",CONSEJERO,0.000,13/06/2007
"CEMENTOS PORTLAND VALDERRIVAS, S.A.","MONTES SANCHEZ, RAFAEL",CONSEJERO,0.007,31/03/2005
"CEMENTOS PORTLAND VALDERRIVAS, S.A.","SAENZ DE MIERA ALONSO, JOSE LUIS",PRESIDENTE-CONSEJERO DELEGADO,0.003,27/02/2013
"CEMENTOS PORTLAND VALDERRIVAS, S.A.","TABERNA ALDAZ, JAVIER",CONSEJERO,0.019,18/05/2010
"CEMENTOS PORTLAND VALDERRIVAS, S.A.","VILLAPALOS SALAS, GUSTAVO",CONSEJERO,0.006,28/05/2008
"VISCOFAN, S.A.","ALDECOA SAGASTASOLOA, JOSE MARIA",CONSEJERO,n/d,13/07/2012
"VISCOFAN, S.A.","AMPUERO OSMA, JOSE DOMINGO",CONSEJERO,0.107,27/02/2009
"VISCOFAN, S.A.","BASTERRA LARROUDE, NESTOR",VICEPRESIDENTE 1º,0.456,31/12/2009
"VISCOFAN, S.A.","ECHEVARRIA CANALES, AGATHA",VICEPRESIDENTE 2º,0.036,28/02/2013
"VISCOFAN, S.A.","GONZALEZ MOLERO, LAURA",CONSEJERO,0.000,22/04/2010
"VISCOFAN, S.A.","LEGARDA ZARAGÜETA, ALEJANDRO",CONSEJERO,0.018,22/05/2006
"VISCOFAN, S.A.","MARAÑON BERTRAN DE LIS, GREGORIO",CONSEJERO,n/d,28/01/1999
"VISCOFAN, S.A.","MARCO-GARDOQUI IBAÑEZ, IGNACIO",CONSEJERO,0.065,31/12/2009
"VISCOFAN, S.A.","PEREZ LAPAZARAN, JOSE CRUZ",CONSEJERO,0.000,24/06/1998
"AZKOYEN, S.A.","ADRIANI , MARCO",CONSEJERO,n/d,26/11/2010
"AZKOYEN, S.A.","BERKINVEST CAPITAL, S.L.",PRESIDENTE,10.319,18/03/2010
"AZKOYEN, S.A.","COMPETIBER, S.A.",CONSEJERO,8.399,12/09/2005
"AZKOYEN, S.A.","IBARRONDO GUERRICA-ECHEVARRIA, PEDRO",CONSEJERO,n/d,26/02/2010
"AZKOYEN, S.A.","LEYTE COELLO, ARTURO",CONSEJERO,0.337,16/02/2005
"AZKOYEN, S.A.","MIR ANDREU, RAFAEL",CONSEJERO,0.020,23/06/2005
"AZKOYEN, S.A.","QMC DIRECTORSHIPS, S.L.",CONSEJERO,n/d,23/06/2005
"AZKOYEN, S.A.","SUAREZ ALECHA, JUAN JOSE",CONSEJERO,n/d,29/07/2011
"AZKOYEN, S.A.","TOMAS FORASTER, FRANCISCO JAVIER",CONSEJERO,0.008,01/06/2004
