id,relation,['Nombre', 'Cargo', '% Derechos Voto']
1,[],'TUBACEX, S.A.', 'AROSTEGUI GOMEZ, GERARDO', 'CONSEJERO', '0.025', '30/11/1989'
555,[],'INMOBILIARIA COLONIAL, S.A.', 'BRUGERA CLAVERO, JUAN JOSE', 'PRESIDENTE', '0.000', '19/06/2008'
556,[],'INMOBILIARIA COLONIAL, S.A.', 'CHETRIT , ALAIN', 'CONSEJERO', '0.000', '12/04/2010'
557,[],'INMOBILIARIA COLONIAL, S.A.', 'FAUS SANTASUSANA, JAVIER', 'CONSEJERO', '0.000', '20/04/2010'
558,[],'INMOBILIARIA COLONIAL, S.A.', 'FERNANDEZ-LERGA GARRALDA, CARLOS', 'CONSEJERO', '0.000', '19/06/2008'
559,[],'INMOBILIARIA COLONIAL, S.A.', 'GRAMUNT SUAREZ, CARLOS', 'CONSEJERO', '0.000', '04/10/2012'
560,[],'INMOBILIARIA COLONIAL, S.A.', 'IBA\xc3\x91EZ GONZALEZ, ALBERTO', 'CONSEJERO', '0.000', '12/04/2010'
561,[],'INMOBILIARIA COLONIAL, S.A.', 'IGLESIAS DE USSEL, JAVIER', 'CONSEJERO', '0.000', '19/06/2008'
562,[],'INMOBILIARIA COLONIAL, S.A.', 'RANSAC , JEAN LUC', 'CONSEJERO', '0.000', '12/04/2010'
563,[],'INMOBILIARIA COLONIAL, S.A.', 'SAGARDOY LONIS, JOSE MARIA', 'CONSEJERO', '0.000', '06/05/2008'
564,[],'INMOBILIARIA COLONIAL, S.A.', 'VI\xc3\x91OLAS SERRA, PEDRO', 'CONSEJERO DELEGADO', '0.000', '20/04/2010'
565,[],'NH HOTELES, S.A.', 'ARRATIBEL OLAZIREGI, IGNACIO', 'CONSEJERO', '0.000', '28/10/2008'
566,[],'NH HOTELES, S.A.', 'CASIRAGHI , ROSALBA', 'CONSEJERO', '0.000', '12/05/2009'
567,[],'NH HOTELES, S.A.', 'CASTRO SOUSA, JOSE ANTONIO', 'VICEPRESIDENTE', '25.280', '24/05/2012'
568,[],'NH HOTELES, S.A.', 'CIBEIRA MOREIRA, ROBERTO', 'CONSEJERO', 'n/d', '24/06/2010'
569,[],'NH HOTELES, S.A.', 'CORPORACION FINANCIERA CAJA DE MADRID, S.A.', 'CONSEJERO', 'n/d', '18/01/2012'
570,[957,1066],'NH HOTELES, S.A.', 'ECHENIQUE GORDILLO, RODRIGO', 'PRESIDENTE', '0.000', '23/11/2012'
571,[],'NH HOTELES, S.A.', 'GONZALEZ FERNANDEZ, CARLOS', 'CONSEJERO', '0.010', '29/06/2011'
572,[660],'NH HOTELES, S.A.', 'GONZALEZ TEJERA, FEDERICO', 'CONSEJERO DELEGADO', '0.000', '23/11/2012'
573,[],'NH HOTELES, S.A.', 'HOTELES PARTICIPADOS, S.L.', 'CONSEJERO', '5.428', '29/04/2004'
574,[],'NH HOTELES, S.A.', 'ILLA RUIZ, FRANCISCO JAVIER', 'CONSEJERO', '0.000', '27/10/2009'
575,[],'NH HOTELES, S.A.', 'LANAU VI\xc3\x91ALS, RAMON', 'CONSEJERO', '0.000', '24/05/2012'
576,[],'NH HOTELES, S.A.', 'LOPEZ-ELOLA GONZALEZ, JOSE MARIA', 'CONSEJERO', '0.000', '26/04/2012'
577,[854,1154,1385],'NH HOTELES, S.A.', 'PARTICIPACIONES Y CARTERA DE INVERSIONES, S.L.', 'CONSEJERO', '0.000', '31/07/2012'
578,[],'NH HOTELES, S.A.', 'PELISSON , GILLES', 'CONSEJERO', '0.006', '18/01/2012'
579,[],'NH HOTELES, S.A.', 'SOCIEDAD DE PROMOCION Y PARTICIPACION EMPRESARIAL CAJA MADRID', 'CONSEJERO', '5.499', '24/06/2010'
580,[],'URALITA, S.A.', 'ALARCON ALEJANDRE, JORGE', 'CONSEJERO', '0.005', '22/06/2006'
581,[],'URALITA, S.A.', 'ATALAYA INVERSIONES, S.R.L.', 'CONSEJERO', '5.000', '19/06/2001'
582,[],'URALITA, S.A.', 'CARRASCOSA RUIZ, JOSE ANTONIO', 'CONSEJERO', '0.001', '10/12/2002'
583,[],'URALITA, S.A.', 'GONZALEZ OCHOA, JAVIER', 'SECRETARIO CONSEJERO', '0.001', '22/09/2010'
584,[],'URALITA, S.A.', 'NEFINSA, S.A.', 'CONSEJERO', '79.061', '10/12/2002'
585,[],'URALITA, S.A.', 'NIETO BUESO, JUAN JOSE', 'CONSEJERO', 'n/d', '07/05/2008'
586,[],'URALITA, S.A.', 'OLLEROS PI\xc3\x91ERO, JOSE IGNACIO', 'CONSEJERO', '0.001', '08/01/2003'
587,[],'URALITA, S.A.', 'SERRATOSA LUJAN, FRANCISCO JAVIER', 'PRESIDENTE', '0.000', '10/12/2002'
588,[],'FOMENTO DE CONSTRUCCIONES Y CONTRATAS, S.A.', 'ANES ALVAREZ-CASTRILLON, GONZALO', 'CONSEJERO', '0.009', '21/06/2000'
589,[],'FOMENTO DE CONSTRUCCIONES Y CONTRATAS, S.A.', 'B 1998, S.L.', 'VICEPRESIDENTE 1\xc2\xba', '53.829', '30/09/2008'
590,[],'FOMENTO DE CONSTRUCCIONES Y CONTRATAS, S.A.', 'BEJAR OCHOA, JUAN', 'VICEPRESIDENTE 2\xc2\xba - CONSEJERO DELEGADO', '0.028', '31/01/2013'
591,[864],'FOMENTO DE CONSTRUCCIONES Y CONTRATAS, S.A.', 'CARTERA DEVA, S.A.', 'CONSEJERO', '0.000', '15/09/2004'
592,[865],'FOMENTO DE CONSTRUCCIONES Y CONTRATAS, S.A.', 'CASTELLS MASANA, JUAN', 'CONSEJERO', '0.020', '07/02/2000'
593,[],'FOMENTO DE CONSTRUCCIONES Y CONTRATAS, S.A.', 'DOMINUM DESGA, S.A.', 'PRESIDENTE', '0.003', '31/01/2013'
594,[],'FOMENTO DE CONSTRUCCIONES Y CONTRATAS, S.A.', 'DOMINUM DIRECCION Y GESTION, S.A.', 'CONSEJERO', '0.000', '26/10/2004'
595,[866,1378],'FOMENTO DE CONSTRUCCIONES Y CONTRATAS, S.A.', 'E.A.C. INVERSIONES CORPORATIVAS, S.L.', 'CONSEJERO', '0.000', '30/03/1999'
596,[],'FOMENTO DE CONSTRUCCIONES Y CONTRATAS, S.A.', 'FALCO Y FERNANDEZ DE CORDOVA, FERNANDO', 'CONSEJERO', '0.028', '18/12/2003'
597,[],'FOMENTO DE CONSTRUCCIONES Y CONTRATAS, S.A.', 'GARCIA PEREZ, FELIPE BERNABE', 'CONSEJERO', '0.044', '30/03/1999'
598,[],'FOMENTO DE CONSTRUCCIONES Y CONTRATAS, S.A.', 'LARRANZA XXI, S.L.', 'CONSEJERO', '0.000', '17/05/2011'
599,[873,1384],'FOMENTO DE CONSTRUCCIONES Y CONTRATAS, S.A.', 'MONTES SANCHEZ, RAFAEL', 'CONSEJERO', '0.094', '26/10/2004'
600,[],'FOMENTO DE CONSTRUCCIONES Y CONTRATAS, S.A.', 'OREJA AGUIRRE, MARCELINO', 'CONSEJERO', '0.011', '21/12/1999'
601,[],'FOMENTO DE CONSTRUCCIONES Y CONTRATAS, S.A.', 'ORTEGA GOMEZ, CESAR', 'CONSEJERO', '0.000', '28/06/2007'
602,[],'FOMENTO DE CONSTRUCCIONES Y CONTRATAS, S.A.', 'PEREZ COLMENERO, ANTONIO', 'CONSEJERO', '0.028', '30/03/2005'
603,[],'FOMENTO DE CONSTRUCCIONES Y CONTRATAS, S.A.', 'PROGLIO , HENRI', 'CONSEJERO', '0.000', '27/05/2010'
604,[],'FOMENTO DE CONSTRUCCIONES Y CONTRATAS, S.A.', 'REDONDO TERREROS, NICOLAS', 'CONSEJERO', '0.000', '19/06/2008'
605,[],'FOMENTO DE CONSTRUCCIONES Y CONTRATAS, S.A.', 'RIBAS , JAVIER', 'CONSEJERO', '0.006', '11/06/2009'
606,[],'LABORATORIOS FARMACEUTICOS ROVI, S.A.', 'CASTELLON LEAL, ENRIQUE', 'VICEPRESIDENTE', '0.000', '15/11/2007'
607,[252],'LABORATORIOS FARMACEUTICOS ROVI, S.A.', 'CORSINI FREESE, MIGUEL', 'CONSEJERO', '0.000', '12/11/2008'
608,[],'LABORATORIOS FARMACEUTICOS ROVI, S.A.', 'LOPEZ-BELMONTE ENCINA, IVAN', 'CONSEJERO', '0.000', '15/11/2007'
609,[],'LABORATORIOS FARMACEUTICOS ROVI, S.A.', 'LOPEZ-BELMONTE ENCINA, JAVIER', 'CONSEJERO', '0.000', '15/11/2007'
610,[],'LABORATORIOS FARMACEUTICOS ROVI, S.A.', 'LOPEZ-BELMONTE ENCINA, JUAN', 'CONSEJERO DELEGADO', '0.000', '15/11/2007'
611,[],'LABORATORIOS FARMACEUTICOS ROVI, S.A.', 'LOPEZ-BELMONTE LOPEZ, JUAN', 'PRESIDENTE-CONSEJERO DELEGADO', '66.840', '15/11/2007'
612,[],'NICOLAS CORREA, S.A.', 'MARTINEZ ABASCAL, EDUARDO', 'CONSEJERO', 'n/d', '28/06/2005'
613,[],'NICOLAS CORREA, S.A.', 'MEPRO OUTREMER, S.L.', 'CONSEJERO', 'n/d', '20/06/2012'
614,[],'NICOLAS CORREA, S.A.', 'MOONLECHT, S.L.', 'CONSEJERO', '5.002', '28/02/2005'
615,[],'NICOLAS CORREA, S.A.', 'NICOLAS-CORREA BARRAGAN, ANA MARIA', 'SECRETARIO CONSEJERO', '1.723', '12/03/2003'
616,[],'NICOLAS CORREA, S.A.', 'NICOLAS-CORREA BARRAGAN, JOSE IGNACIO', 'PRESIDENTE', '25.436', '30/11/1989'
617,[],'NICOLAS CORREA, S.A.', 'ORIOL D\xc3\x8dAZ DE BUSTAMANTE, FELIPE', 'CONSEJERO', '0.072', '30/04/2003'
618,[],'CORPORACION FINANCIERA ALBA, S.A.', 'BROOKES , NICHOLAS', 'CONSEJERO', '0.008', '26/05/1999'
619,[],'CORPORACION FINANCIERA ALBA, S.A.', 'CARNE CASAS, RAMON', 'CONSEJERO', 'n/d', '25/05/2011'
620,[],'CORPORACION FINANCIERA ALBA, S.A.', 'DEL CA\xc3\x91O PALOP, JOSE RAMON', 'CONSEJERO', '0.002', '27/05/2009'
621,[459,850],'CORPORACION FINANCIERA ALBA, S.A.', 'MARCH DE LA LASTRA, JUAN', 'VICEPRESIDENTE', '4.527', '26/03/2012'
622,[],'CORPORACION FINANCIERA ALBA, S.A.', 'MARCH DELGADO, CARLOS', 'PRESIDENTE', '11.916', '26/05/1998'
623,[],'CORPORACION FINANCIERA ALBA, S.A.', 'MARCH DELGADO, JUAN', 'COPRESIDENTE', '14.474', '26/05/1998'
624,[],'CORPORACION FINANCIERA ALBA, S.A.', 'MARCH JUAN, JUAN', 'CONSEJERO', '1.601', '23/03/2011'
625,[460,773],'CORPORACION FINANCIERA ALBA, S.A.', 'MARTINEZ-CONDE GUTIERREZ-BARQUIN, SANTOS', 'CONSEJERO DELEGADO', '0.002', '27/09/2006'
626,[1308],'CORPORACION FINANCIERA ALBA, S.A.', 'MORALEDA MARTINEZ, AMPARO', 'CONSEJERO', '0.001', '26/03/2012'
627,[1058],'CORPORACION FINANCIERA ALBA, S.A.', 'NIETO DE LA CIERVA, JOSE', 'CONSEJERO', '0.000', '23/03/2011'
628,[207],'CORPORACION FINANCIERA ALBA, S.A.', 'SERRA FARRE, JOSE MARIA', 'CONSEJERO', 'n/d', '25/05/2011'
629,[],'AMPER, S.A.', 'BASTIDA IBARGUEN, LUIS', 'CONSEJERO', '0.015', '20/06/2012'
630,[],'AMPER, S.A.', 'BONILLA GANOSA, IGNACIO', 'CONSEJERO', '0.009', '27/06/2012'
631,[1256],'AMPER, S.A.', 'LOPEZ DEL HIERRO BRAVO, IGNACIO', 'CONSEJERO', '0.000', '23/03/2011'
632,[],'AMPER, S.A.', 'MATEACHE SACRISTAN, PEDRO', 'CONSEJERO', '0.027', '25/10/2007'
633,[],'AMPER, S.A.', 'MATEU ISTURIZ, JOSE FRANCISCO', 'CONSEJERO', '0.004', '24/06/1999'
634,[946],'AMPER, S.A.', 'MENDEZ PASCUAL, YAGO ENRIQUE', 'CONSEJERO DELEGADO', '0.000', '26/07/2012'
635,[],'AMPER, S.A.', 'TORIBIO DAVILA, JUAN JOSE', 'CONSEJERO', '0.015', '22/12/2005'
636,[],'AMPER, S.A.', 'VEREMONTE ESPA\xc3\x91A, S.L.U.', 'PRESIDENTE', '23.183', '21/05/2012'
637,[1469],'GRUPO EZENTIS, S.A.', 'CREMADES GARCIA, FRANCISCO JAVIER', 'CONSEJERO', 'n/d', '28/11/2012'
638,[],'GRUPO EZENTIS, S.A.', 'FERNANDEZ VIDAL, GUILLERMO', 'CONSEJERO', '0.000', '21/12/2012'
639,[],'GRUPO EZENTIS, S.A.', 'FERRIZ GOMEZ, ANGELES', 'CONSEJERO', '0.000', '26/05/2010'
640,[1473],'GRUPO EZENTIS, S.A.', 'GARCIA-DURAN BAYO, MANUEL', 'PRESIDENTE-CONSEJERO DELEGADO', '10.138', '20/09/2011'
641,[],'GRUPO EZENTIS, S.A.', 'GONZALEZ SANCHEZ, FERNANDO', 'CONSEJERO', '0.400', '08/09/2011'
642,[932,1268,1515],'GRUPO EZENTIS, S.A.', 'PIQUE CAMPS, JOSE', 'CONSEJERO', '0.000', '31/01/2012'
643,[],'GRUPO EZENTIS, S.A.', 'SANCHEZ DE LEON GARCIA, ENRIQUE', 'CONSEJERO', '0.001', '04/04/2011'
644,[],'GRUPO EZENTIS, S.A.', 'SOLANA MADARIAGA, LUIS', 'CONSEJERO', '0.000', '31/01/2012'
645,[],'GRUPO EZENTIS, S.A.', 'WAHNON LEVY, JOSE', 'CONSEJERO', '0.000', '31/01/2012'
646,[],'TECNICAS REUNIDAS, S.A.', 'ALARCO CANOSA, JAVIER', 'CONSEJERO', 'n/d', '26/06/2007'
647,[],'TECNICAS REUNIDAS, S.A.', 'ANTO\xc3\x91ANZAS PEREZ-EGEA, JUAN MIGUEL', 'VICEPRESIDENTE 2\xc2\xba', '0.000', '21/06/2006'
648,[],'TECNICAS REUNIDAS, S.A.', 'BLAINE RICHARDSON, WILLIAN', 'CONSEJERO', 'n/d', '22/06/2011'
649,[955],'TECNICAS REUNIDAS, S.A.', 'DE ASUA ALVAREZ, FERNANDO', 'VICEPRESIDENTE 3\xc2\xba', '0.016', '14/12/2007'
650,[],'TECNICAS REUNIDAS, S.A.', 'DEL ALCAZAR SILVELA, DIEGO', 'CONSEJERO', '0.009', '25/03/2010'
651,[],'TECNICAS REUNIDAS, S.A.', 'GARCIA-AGULLO LLADO, ALVARO', 'CONSEJERO', '0.000', '21/06/2006'
652,[],'TECNICAS REUNIDAS, S.A.', 'GOMEZ-NAVARRO NAVARRETE, FRANCISCO JAVIER', 'CONSEJERO', '0.000', '21/06/2006'
653,[],'TECNICAS REUNIDAS, S.A.', 'HOYOS GONZALEZ, ANTONIO', 'CONSEJERO', '0.000', '21/06/2006'
654,[],'TECNICAS REUNIDAS, S.A.', 'LLADO ARBURUA, JOSE MANUEL', 'CONSEJERO', '0.000', '21/06/2006'
655,[],'TECNICAS REUNIDAS, S.A.', 'LLADO ARBURUA, JUAN', 'VICEPRESIDENTE 1\xc2\xba', '0.000', '21/06/2006'
656,[],'TECNICAS REUNIDAS, S.A.', 'LLADO FERNANDEZ-URRUTIA, JOSE', 'PRESIDENTE', '43.795', '21/06/2006'
657,[],'TECNICAS REUNIDAS, S.A.', 'URIARTE SANTAMARINA, PEDRO LUIS', 'CONSEJERO', '0.018', '22/06/2011'
658,[],'SOTOGRANDE, S.A.', 'ALFONSO SANCHEZ, ANTONIO JOSE', 'CONSEJERO', '0.001', '29/07/2010'
659,[],'SOTOGRANDE, S.A.', 'ESPARELLE INMOBILIARIA, S.L.', 'CONSEJERO', '0.000', '30/10/2012'
660,[572],'SOTOGRANDE, S.A.', 'GONZALEZ TEJERA, FEDERICO', 'PRESIDENTE', '0.000', '22/12/2012'
661,[],'SOTOGRANDE, S.A.', 'GRUPO INVERSOR HESPERIA, S.A', 'CONSEJERO', '0.000', '10/03/2011'
662,[],'SOTOGRANDE, S.A.', 'LOPEZ-ELOA GONZALEZ, JOSE MARIA', 'CONSEJERO', '0.000', '30/03/2011'
663,[],'SOTOGRANDE, S.A.', 'NAVASQ\xc3\x9cES Y COBIAN, IGNACIO', 'CONSEJERO', 'n/d', '06/06/2008'
664,[],'CARTERA INDUSTRIAL REA, S.A.', 'AGESBAN ANALISIS ECONOMICOS, S.A.', 'CONSEJERO', '0.041', '17/03/2009'
665,[26,735],'CARTERA INDUSTRIAL REA, S.A.', 'ARREGUI CIARSOLO, JUAN LUIS', 'VICEPRESIDENTE 1\xc2\xba', '18.267', '13/03/2008'
666,[],'CARTERA INDUSTRIAL REA, S.A.', 'BENJUMEA CABEZA DE VACA, FRANCISCO JAVIER', 'CONSEJERO', '0.050', '13/03/2008'
667,[],'CARTERA INDUSTRIAL REA, S.A.', 'BRISA BAJA, S.L.', 'CONSEJERO', '8.872', '28/07/2008'
668,[7],'CARTERA INDUSTRIAL REA, S.A.', 'GONZALEZ-ADALID GARCIA-ZOZAYA, ANTONIO', 'VICEPRESIDENTE-CONSEJERO DELEGADO', '1.396', '13/03/2008'
669,[342,942,1027],'CARTERA INDUSTRIAL REA, S.A.', 'IBERFOMENTO SA SCR BAJA 18.11.05', 'CONSEJERO', 'n/d', '13/03/2008'
670,[],'CARTERA INDUSTRIAL REA, S.A.', 'IBERVALLES, S.L.', 'CONSEJERO', '4.110', '24/07/2008'
671,[],'CARTERA INDUSTRIAL REA, S.A.', 'INVERSIONES EUROPEAS, S.L.', 'CONSEJERO', '12.968', '13/03/2008'
672,[457,471],'CARTERA INDUSTRIAL REA, S.A.', 'LOIZAGA VIGURI, JOSE MARIA', 'PRESIDENTE', '12.968', '16/10/2006'
673,[],'CARTERA INDUSTRIAL REA, S.A.', 'OTELUM, S.L.', 'CONSEJERO', '6.574', '22/06/2010'
674,[743],'CARTERA INDUSTRIAL REA, S.A.', 'RETOS OPERATIVOS XXI, S.L.', 'CONSEJERO', '18.267', '29/07/2008'
675,[],'CARTERA INDUSTRIAL REA, S.A.', 'RIBES ORRIT, M\xc2\xaa TERESA', 'CONSEJERO', '0.000', '13/03/2008'
676,[],'CARTERA INDUSTRIAL REA, S.A.', 'RUIZ DE ALEGRIA ARRATIBEL, JESUS', 'CONSEJERO', '0.724', '30/11/1989'
677,[965],'CARTERA INDUSTRIAL REA, S.A.', 'SOTO SERRANO, MANUEL', 'CONSEJERO', '2.764', '13/03/2008'
678,[],'CARTERA INDUSTRIAL REA, S.A.', 'TORRE RIOJA-MADRID, S.L.', 'CONSEJERO', '12.895', '03/03/2011'
679,[],'CARTERA INDUSTRIAL REA, S.A.', 'ZARDOYA ARANA, FRANCISCO JAVIER', 'CONSEJERO', 'n/d', '13/03/2008'
680,[],'BANKINTER, S.A.', 'BOTIN-SANZ SAUTOLA NAVEDA, MARCELINO', 'CONSEJERO', '0.028', '21/04/2005'
681,[],'BANKINTER, S.A.', 'CARTIVAL, S.A.', 'VICEPRESIDENTE', '23.337', '19/04/2007'
682,[],'BANKINTER, S.A.', 'DANCAUSA TREVI\xc3\x91O, MARIA DOLORES', 'CONSEJERO DELEGADO', '0.145', '21/10/2010'
683,[],'BANKINTER, S.A.', 'DE LA HOZ LIZCANO, GONZALO', 'CONSEJERO', '0.075', '13/02/2008'
684,[],'BANKINTER, S.A.', 'GARAY IBARGARAY, JOSE ANTONIO', 'CONSEJERO', '0.216', '23/04/2009'
685,[837],'BANKINTER, S.A.', 'GUERRERO GUERRERO, PEDRO', 'PRESIDENTE', '0.611', '19/04/2007'
686,[],'BANKINTER, S.A.', 'MASAVEU HERRERO, FERNANDO', 'CONSEJERO', '5.308', '14/09/2005'
687,[],'BANKINTER, S.A.', 'MATEU ROS CEREZO, RAFAEL', 'SECRETARIO CONSEJERO', '0.165', '21/01/2009'
688,[721],'BANKINTER, S.A.', 'TERCEIRO LOMBA, JAIME', 'CONSEJERO', '0.005', '13/02/2008'
689,[],'BANKINTER, S.A.', 'ZULUETA GREENEBAUM, JOHN DE', 'CONSEJERO', '0.028', '18/04/2001'
690,[],'DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.', 'BRUNEL , NICOLAS', 'CONSEJERO', '0.003', '06/07/2011'
691,[],'DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.', 'CUILLERET , PIERRE', 'CONSEJERO', '0.003', '06/07/2011'
692,[],'DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.', 'CURRAS DE DON PABLOS, RICARDO', 'CONSEJERO DELEGADO', '0.003', '06/07/2011'
693,[],'DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.', 'DIAZ GONZALEZ, JULIAN', 'CONSEJERO', '0.003', '06/07/2011'
694,[],'DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.', 'GOLDING , RICHARD', 'CONSEJERO', '0.003', '06/07/2011'
695,[],'DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.', 'LLOPIS RIVAS, ANA MARIA', 'PRESIDENTE', '0.004', '06/07/2011'
696,[],'DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.', 'MARTIN MAMPASO, MARIANO', 'VICEPRESIDENTE', '0.003', '23/08/2011'
697,[],'DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.', 'MOUSSALEM , NADRA', 'CONSEJERO', '0.003', '06/07/2011'
698,[],'DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.', 'PORTELA DE PABLO, ROSALIA', 'CONSEJERO', '0.004', '06/07/2011'
699,[],'DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.', 'URCELAY ALONSO, ANTONIO', 'CONSEJERO', '0.002', '06/07/2011'
700,[],'PRIM, S.A.', 'ARRAEZ BERTOLIN, IGNACIO', 'SECRETARIO CONSEJERO', '0.019', '23/06/2012'
701,[],'PRIM, S.A.', 'BARTAL INVERSIONES, S.L.', 'VICEPRESIDENTE', '7.568', '30/06/2005'
702,[],'PRIM, S.A.', 'GIMENEZ-REYNA RODRIGUEZ, ENRIQUE', 'CONSEJERO', '0.006', '23/06/2012'
703,[],'PRIM, S.A.', 'MEIJIDE GARCIA, JOSE LUIS', 'VICESECRETARIO CONSEJERO', '0.669', '05/02/2004'
704,[],'PRIM, S.A.', 'PEREZ DE MENDEZONA, JUAN JOSE JAIME', 'CONSEJERO', '0.053', '03/04/1990'
705,[],'PRIM, S.A.', 'PEREZ PRIM, ANDRES', 'CONSEJERO', '0.327', '30/03/2012'
706,[],'PRIM, S.A.', 'PRIM GONZALEZ, VICTORIANO', 'PRESIDENTE', '4.110', '21/06/1996'
707,[],'INMOLEVANTE, S.A.', 'ARELLANO SANCHEZ, JOSE LUIS', 'CONSEJERO', 'n/d', '24/06/2008'
708,[],'INMOLEVANTE, S.A.', 'FERNANDEZ-ORDAS ABARCA, JAVIER', 'CONSEJERO', '13.650', '30/11/1989'
709,[],'INMOLEVANTE, S.A.', 'FERNANDEZ-ORDAS ABARCA, LUIS JULIAN', 'PRESIDENTE', '13.650', '29/06/1994'
710,[],'INMOLEVANTE, S.A.', 'GOMEZ GONZALEZ, JOSE LUIS', 'CONSEJERO', 'n/d', '24/06/2008'
711,[],'INMOLEVANTE, S.A.', 'LLORENTE DOMINGUEZ, JUAN IGNACIO', 'CONSEJERO', '0.010', '01/12/1992'
712,[],'TECNOCOM, TELECOMUNICACIONES Y ENERGIA, S.A.', 'AGUADO GAVILAN, MIGUEL ANGEL', 'CONSEJERO', '0.588', '25/05/1995'
713,[],'TECNOCOM, TELECOMUNICACIONES Y ENERGIA, S.A.', 'DE ARRIBA AZCONA, LADISLAO', 'PRESIDENTE', '15.844', '22/12/2005'
714,[],'TECNOCOM, TELECOMUNICACIONES Y ENERGIA, S.A.', 'DE RIBEROLLES , DOMINIQUE', 'CONSEJERO', '0.005', '27/10/2011'
715,[],'TECNOCOM, TELECOMUNICACIONES Y ENERGIA, S.A.', 'GETRONICS INTERNATIONAL B.V.', 'CONSEJERO', '11.011', '01/04/2008'
716,[],'TECNOCOM, TELECOMUNICACIONES Y ENERGIA, S.A.', 'MARTIN GARCIA, JAVIER', 'CONSEJERO DELEGADO', '0.636', '25/04/2005'
717,[],'TECNOCOM, TELECOMUNICACIONES Y ENERGIA, S.A.', 'MONTES PEREZ, EDUARDO', 'CONSEJERO', '0.057', '27/09/2010'
718,[494],'TECNOCOM, TELECOMUNICACIONES Y ENERGIA, S.A.', 'NCG CORPORACION INDUSTRIAL, S.L.', 'VICEPRESIDENTE', '20.052', '30/01/2007'
719,[762],'TECNOCOM, TELECOMUNICACIONES Y ENERGIA, S.A.', 'REVERTER 17, S.L.', 'CONSEJERO', '5.674', '23/06/2010'
720,[763],'TECNOCOM, TELECOMUNICACIONES Y ENERGIA, S.A.', 'SANCHEZ-HEREDERO ALVAREZ, LEONARDO', 'VICEPRESIDENTE 1\xc2\xba', '5.272', '22/12/2005'
721,[688],'TECNOCOM, TELECOMUNICACIONES Y ENERGIA, S.A.', 'TERCEIRO LOMBA, JAIME', 'CONSEJERO', '0.002', '23/10/2000'
722,[],'TECNOCOM, TELECOMUNICACIONES Y ENERGIA, S.A.', 'VIDAL AMADOR DE LOS RIOS, CARLOS', 'CONSEJERO', '0.001', '28/11/2011'
723,[],'AHORRO FAMILIAR, S.A.', 'ABAT , JEAN-RAYMOND', 'CONSEJERO', '0.000', '11/12/1998'
724,[],'AHORRO FAMILIAR, S.A.', 'BORBON ESCASANY, ALFONSO', 'PRESIDENTE', '0.000', '02/08/1989'
725,[],'AHORRO FAMILIAR, S.A.', 'BORBON ESCASANY, FRANCISCO', 'CONSEJERO', '0.000', '02/08/1989'
726,[],'AHORRO FAMILIAR, S.A.', 'FERNANDEZ-MONTENEGRO KLINDWORTH, GERMAN', 'CONSEJERO', '0.001', '21/06/2007'
727,[],'AHORRO FAMILIAR, S.A.', 'GOMES DE CAMPOS, ARMANDO', 'CONSEJERO DELEGADO', '0.000', '16/04/2004'
728,[],'AHORRO FAMILIAR, S.A.', 'ROJO Y LARRIETA, RAFAEL', 'CONSEJERO', '0.000', '25/06/1993'
729,[],'AHORRO FAMILIAR, S.A.', 'VAQUIER , PIERRE', 'CONSEJERO', '0.000', '21/03/2000'
730,[],'S.A. RONSA', 'CABRERO ESPADAS, RAFAEL', 'SECRETARIO CONSEJERO', '0.000', '30/11/1989'
731,[],'S.A. RONSA', 'MENCOS VALDES, TERESA MICAELA', 'CONSEJERO', 'n/d', '03/03/2010'
732,[],'S.A. RONSA', 'MUGICA NOGUERA, MARIA VICTORIA', 'PRESIDENTE-CONSEJERO DELEGADO', '85.915', '28/06/2012'
733,[],'S.A. RONSA', 'ORIVE RODRIGUEZ, ARTURO', 'CONSEJERO', 'n/d', '28/06/2012'
734,[801],'ENCE ENERGIA Y CELULOSA, S.A.', 'ABRIL-MARTORELL HERNANDEZ, FERNANDO', 'CONSEJERO', '0.393', '30/03/2007'
735,[26,665],'ENCE ENERGIA Y CELULOSA, S.A.', 'ARREGUI CIARSOLO, JUAN LUIS', 'PRESIDENTE', '24.517', '12/04/2006'
736,[],'ENCE ENERGIA Y CELULOSA, S.A.', 'BARATO TRIGUERO, PEDRO', 'CONSEJERO', '0.000', '25/06/2008'
737,[],'ENCE ENERGIA Y CELULOSA, S.A.', 'DE COLMENARES BRUNET, IGNACIO', 'CONSEJERO DELEGADO', '0.000', '22/12/2010'
738,[],'ENCE ENERGIA Y CELULOSA, S.A.', 'DEL ALAMO JIMENEZ, JOSE CARLOS', 'CONSEJERO', '0.003', '29/06/2009'
